merchant_id,vintage_days,mcc,lob,business_type,state,city_tier,kyb_score,gst_registered,pan_verified,monthly_txn_volume_inr,monthly_txn_count,avg_ticket_size_inr,txn_velocity,dispute_rate,chargeback_count_90d,refund_rate,settlement_delay_days,rbi_flags_count,aml_alerts_30d,days_since_last_txn,active_devices,p2p_ratio,risk_label,churn_label
MID01003456,342,7299,Personal Services,Partnership,Telangana,3,0.5314,1,1,4509.4,40,111.3,1.333,0.02557,2,0.06258,2.13,0,0,2,1,0.0973,1,1
MID01003457,105,5411,Grocery & Kirana,Pvt Ltd,Haryana,2,0.9723,0,1,49684.44,793,62.65,26.433,0.0072,8,0.01512,1.62,0,0,10,6,0.469,0,1
MID01003458,215,5411,Grocery & Kirana,Pvt Ltd,Maharashtra,2,0.8752,1,1,70506.92,133,527.03,4.433,0.02453,6,0.03503,0.0,0,0,3,2,0.1133,0,0
MID01003459,585,5814,QSR & Food Delivery,Proprietorship,Karnataka,3,0.6033,1,1,23311.15,49,466.58,1.633,0.03926,3,0.03457,0.73,0,0,7,2,0.3804,0,1
MID01003460,299,8398,NGO & Donations,Partnership,Delhi,1,0.6607,0,1,24178.18,47,506.08,1.567,0.03079,3,0.02493,1.97,1,0,3,1,0.3304,2,1
MID01003461,15,5912,Pharmacy,Proprietorship,Madhya Pradesh,2,0.4743,1,1,37779.96,46,806.44,1.533,0.00567,0,0.02791,0.68,0,0,14,2,0.5645,0,1
MID01003462,72,8211,Education,Proprietorship,Gujarat,1,0.8361,1,1,8021.5,12,639.32,0.4,0.0481,0,0.04363,1.96,0,0,5,3,0.2613,0,1
MID01003463,67,5732,Electronics Retail,Partnership,Maharashtra,2,0.5187,1,1,61882.95,40,1535.02,1.333,0.00325,0,0.00312,1.55,0,0,1,4,0.1542,0,1
MID01003464,442,5814,QSR & Food Delivery,Partnership,West Bengal,1,0.5516,0,0,40099.87,34,1166.19,1.133,0.03461,2,0.02309,1.49,0,0,9,1,0.2854,0,1
MID01003465,2130,8211,Education,LLP,Kerala,1,0.7541,1,1,518368.06,1219,425.23,40.633,0.09791,216,0.0684,4.19,0,0,6,3,0.1339,2,1
MID01003466,1056,5499,FMCG Retail,Proprietorship,Uttar Pradesh,1,0.7582,1,1,112617.23,242,465.17,8.067,0.0148,5,0.0093,1.02,0,0,7,6,0.0631,0,0
MID01003467,40,5912,Pharmacy,Pvt Ltd,Karnataka,1,0.7175,0,1,35240.41,71,493.79,2.367,0.00365,1,0.02871,1.81,0,0,3,3,0.2175,0,1
MID01003468,1119,5411,Grocery & Kirana,Proprietorship,Odisha,1,0.9808,0,1,55853.23,550,101.45,18.333,0.01163,6,0.01361,1.08,0,0,7,2,0.1357,0,1
MID01003469,689,5411,Grocery & Kirana,Partnership,Madhya Pradesh,2,0.4902,1,1,4322.13,4,923.34,0.133,0.00336,0,0.00261,1.52,0,0,1,3,0.3719,0,0
MID01003470,57,5812,Food & Restaurants,Pvt Ltd,Odisha,1,0.8308,1,1,38238.46,55,683.21,1.833,0.00155,0,0.04483,1.97,0,0,8,2,0.251,1,0
MID01003471,199,5912,Pharmacy,Partnership,Bihar,1,1.0,1,1,41868.31,461,90.76,15.367,0.00476,4,0.03528,0.53,0,0,7,2,0.4748,1,1
MID01003472,808,4121,Mobility & Ride-hailing,Pvt Ltd,Telangana,1,0.7446,1,0,75569.39,46,1627.17,1.533,0.02363,3,0.0313,1.39,0,0,1,3,0.1396,2,1
MID01003473,468,5814,QSR & Food Delivery,Pvt Ltd,Uttar Pradesh,1,0.5874,1,1,49736.46,181,274.43,6.033,0.00778,2,0.01039,0.37,0,0,6,3,0.0212,0,0
MID01003474,73,5411,Grocery & Kirana,Proprietorship,Bihar,1,0.8781,0,1,297600.64,824,360.75,27.467,0.01312,12,0.01894,0.91,0,0,0,1,0.1274,0,1
MID01003475,26,5814,QSR & Food Delivery,Public Ltd,Uttar Pradesh,3,0.6507,1,0,17592.42,49,354.59,1.633,0.00259,1,0.03014,0.84,0,0,3,2,0.2932,0,1
MID01003476,31,5912,Pharmacy,LLP,Madhya Pradesh,2,0.8415,0,1,10881.91,31,345.61,1.033,0.02334,2,0.03119,0.66,0,0,3,1,0.1146,0,0
MID01003477,216,6051,Crypto / Quasi-cash,Proprietorship,Kerala,1,0.7702,1,0,6353.11,1,3481.49,0.033,0.01692,0,0.0315,1.95,0,0,1,6,0.1132,1,0
MID01003478,843,5912,Pharmacy,Proprietorship,Odisha,2,0.5762,1,1,31084.06,97,318.93,3.233,0.01001,2,0.08552,1.22,0,0,7,2,0.2281,1,1
MID01003479,275,5411,Grocery & Kirana,Proprietorship,Maharashtra,1,0.9281,1,1,14804.33,49,301.27,1.633,0.00081,0,0.00229,3.28,0,0,0,4,0.258,0,0
MID01003480,164,5499,FMCG Retail,Pvt Ltd,Punjab,2,0.7541,0,1,7600.98,18,410.56,0.6,0.00881,0,0.00667,1.26,0,0,3,5,0.2375,1,0
MID01003481,658,8398,NGO & Donations,LLP,Madhya Pradesh,3,0.6404,1,1,27480.7,146,188.0,4.867,0.0187,3,0.04471,0.76,0,0,0,4,0.0871,0,0
MID01003482,716,7011,Travel & Hospitality,Pvt Ltd,Tamil Nadu,1,0.5673,1,0,303300.03,578,524.61,19.267,0.01365,18,0.01647,1.86,1,0,5,2,0.2946,2,1
MID01003483,1002,7299,Personal Services,Proprietorship,Haryana,1,0.6859,1,1,248486.07,1289,192.66,42.967,0.01584,35,0.04035,1.61,0,0,8,1,0.3215,0,1
MID01003484,648,8398,NGO & Donations,Proprietorship,Tamil Nadu,2,1.0,1,1,9966.63,15,633.15,0.5,0.00482,1,0.01157,2.01,0,0,2,1,0.2064,0,0
MID01003485,797,4121,Mobility & Ride-hailing,Proprietorship,Odisha,1,0.9271,1,1,73940.46,468,157.8,15.6,0.03905,41,0.07236,0.86,0,0,6,2,0.0853,1,1
MID01003486,562,6051,Crypto / Quasi-cash,Proprietorship,Odisha,1,0.6047,1,0,114295.53,480,237.82,16.0,0.02158,21,0.02519,0.93,0,0,1,1,0.0652,1,1
MID01003487,352,5411,Grocery & Kirana,Proprietorship,Maharashtra,2,0.6257,1,1,100603.57,616,163.3,20.533,0.00242,1,0.01507,1.42,0,0,0,1,0.0238,0,1
MID01003488,295,7299,Personal Services,Proprietorship,West Bengal,2,0.7376,1,1,366329.1,1465,249.92,48.833,0.01834,51,0.01663,1.1,0,0,9,3,0.2581,1,1
MID01003489,213,7995,Gambling (Prohibited),Proprietorship,Gujarat,1,0.2883,1,1,12061.72,149,80.81,4.967,0.03476,7,0.02356,2.15,2,0,11,1,0.2905,2,1
MID01003490,80,8398,NGO & Donations,Proprietorship,Odisha,3,0.4857,1,1,9029.79,202,44.67,6.733,0.01353,7,0.01358,0.3,0,0,0,2,0.3902,0,1
MID01003491,104,5651,Apparel,Pvt Ltd,Telangana,1,0.4839,1,1,20701.05,68,301.91,2.267,0.00774,2,0.00866,1.93,0,0,2,2,0.3918,0,0
MID01003492,203,7011,Travel & Hospitality,Proprietorship,Punjab,1,0.8362,1,1,88100.36,870,101.25,29.0,0.04283,68,0.03718,2.83,0,0,2,6,0.1701,1,0
MID01003493,344,5812,Food & Restaurants,Proprietorship,Karnataka,2,0.9235,1,1,1361.32,1,1920.71,0.033,0.00615,0,0.00931,1.92,0,0,4,1,0.2298,0,1
MID01003494,1142,4121,Mobility & Ride-hailing,Partnership,Delhi,2,0.7479,1,1,43729.93,149,292.04,4.967,0.00625,2,0.00635,1.98,0,0,1,1,0.2791,0,1
MID01003495,259,5912,Pharmacy,LLP,Bihar,2,0.6857,1,1,4384.96,5,763.36,0.167,0.03837,1,0.03603,1.26,0,0,4,1,0.0487,0,1
MID01003496,737,5499,FMCG Retail,Pvt Ltd,Gujarat,2,0.692,1,0,53918.71,101,532.83,3.367,0.01262,1,0.04172,0.32,0,0,1,4,0.0895,1,0
MID01003497,795,4814,Telecom & Recharge,Partnership,Haryana,2,0.9433,1,1,809312.1,5220,155.03,174.0,0.0155,138,0.03347,0.0,0,0,1,2,0.1118,1,0
MID01003498,214,5912,Pharmacy,Pvt Ltd,Bihar,3,0.8789,1,1,108066.15,391,276.28,13.033,0.00158,0,0.01714,1.59,0,1,9,1,0.2443,1,1
MID01003499,490,5812,Food & Restaurants,Partnership,Bihar,2,0.6257,1,1,10162.16,12,785.72,0.4,0.03146,0,0.02759,1.13,0,0,2,1,0.4063,0,1
MID01003500,211,5814,QSR & Food Delivery,Partnership,Maharashtra,1,0.9516,0,1,31968.14,43,740.97,1.433,0.00675,2,0.02291,0.22,0,1,13,2,0.1087,1,1
MID01003501,1014,4814,Telecom & Recharge,Proprietorship,Delhi,2,0.9699,1,1,18091.65,20,879.84,0.667,0.01615,1,0.01499,2.58,0,0,1,2,0.35,0,1
MID01003502,510,4814,Telecom & Recharge,Partnership,Punjab,1,0.7964,1,1,348369.05,1559,223.45,51.967,0.0119,29,0.01326,0.84,0,0,0,2,0.2622,0,0
MID01003503,82,6300,Insurance,Proprietorship,Odisha,2,0.808,1,1,2102.97,3,682.47,0.1,0.02344,0,0.04267,1.31,0,0,2,1,0.064,0,0
MID01003504,317,5411,Grocery & Kirana,Proprietorship,Bihar,1,0.6958,1,1,33477.37,143,234.07,4.767,0.01249,3,0.02802,1.35,0,0,13,4,0.0778,0,1
MID01003505,1405,7299,Personal Services,Proprietorship,Punjab,2,0.8601,0,1,24785.71,24,1002.04,0.8,0.05107,3,0.04821,3.81,0,0,1,3,0.3005,1,0
MID01003506,225,4814,Telecom & Recharge,Proprietorship,Karnataka,2,0.7342,1,1,9441.27,9,974.57,0.3,0.0241,0,0.02017,1.61,0,0,5,1,0.2303,0,1
MID01003507,423,5411,Grocery & Kirana,Proprietorship,Haryana,2,0.4569,1,1,420431.05,3589,117.14,119.633,0.02795,190,0.04496,0.44,0,0,1,3,0.4257,2,0
MID01003508,466,5814,QSR & Food Delivery,Partnership,Telangana,1,0.6414,0,1,8308.6,16,517.17,0.533,0.00059,0,0.01111,0.03,0,0,0,1,0.0881,0,1
MID01003509,95,5651,Apparel,Proprietorship,Madhya Pradesh,1,0.5715,1,1,10227.74,67,150.53,2.233,0.01193,3,0.02283,1.15,0,0,3,3,0.1007,0,1
MID01003510,450,5912,Pharmacy,Proprietorship,Rajasthan,3,0.9418,1,1,305196.35,359,849.87,11.967,0.01931,10,0.01763,0.92,0,0,0,4,0.0952,0,0
MID01003511,18,5411,Grocery & Kirana,Proprietorship,Tamil Nadu,3,0.5521,1,1,21258.97,145,146.14,4.833,0.02538,10,0.02455,1.81,0,0,2,3,0.4105,0,1
MID01003512,144,5812,Food & Restaurants,Proprietorship,Madhya Pradesh,2,0.901,1,1,31997.37,59,539.33,1.967,0.01414,4,0.02083,0.63,0,0,1,1,0.076,0,0
MID01003513,26,5411,Grocery & Kirana,Partnership,Bihar,1,0.6263,1,0,18249.31,23,784.35,0.767,0.00888,0,0.02171,1.43,0,0,28,7,0.2513,0,1
MID01003514,386,5411,Grocery & Kirana,Proprietorship,West Bengal,1,0.8614,1,0,61270.89,142,428.6,4.733,0.008,2,0.04408,1.97,0,0,3,1,0.3524,1,1
MID01003515,199,5814,QSR & Food Delivery,Proprietorship,Madhya Pradesh,2,0.947,1,0,24308.84,27,876.09,0.9,0.0211,0,0.03373,0.08,0,0,7,1,0.3311,1,0
MID01003516,422,7299,Personal Services,Proprietorship,Maharashtra,1,0.6727,1,0,24040.53,45,525.26,1.5,0.00622,0,0.01488,1.53,0,0,1,2,0.1708,0,1
MID01003517,254,5499,FMCG Retail,Proprietorship,Telangana,3,0.8509,1,1,5584.29,3,1652.37,0.1,0.00383,0,0.02127,1.33,0,0,0,1,0.2201,0,0
MID01003518,273,5732,Electronics Retail,Proprietorship,Karnataka,2,0.8296,1,1,47326.83,316,149.68,10.533,0.00102,0,0.00611,0.78,0,0,9,1,0.3836,0,1
MID01003519,521,4814,Telecom & Recharge,Proprietorship,Telangana,1,0.7203,1,1,29909.9,104,285.56,3.467,0.00445,2,0.00687,0.0,0,0,1,1,0.1475,0,1
MID01003520,130,5499,FMCG Retail,Partnership,Gujarat,1,0.4925,1,0,27582.34,384,71.69,12.8,0.07715,49,0.06269,1.35,0,0,0,2,0.0331,1,0
MID01003521,281,5411,Grocery & Kirana,LLP,Uttar Pradesh,1,0.5212,1,1,136664.26,442,308.91,14.733,0.01881,14,0.08609,0.93,1,0,2,1,0.1789,2,1
MID01003522,10,5812,Food & Restaurants,Partnership,Telangana,2,0.5957,1,1,15523.42,111,138.62,3.7,0.0166,4,0.0286,1.36,0,0,6,2,0.0824,1,0
MID01003523,55,5812,Food & Restaurants,Proprietorship,Rajasthan,2,0.8322,1,1,30194.64,260,115.8,8.667,0.0115,9,0.00842,1.54,0,0,3,2,0.1759,0,0
MID01003524,107,5499,FMCG Retail,Proprietorship,Delhi,1,0.8413,1,1,433462.3,4356,99.49,145.2,0.01463,111,0.01364,0.76,0,0,0,1,0.3588,1,0
MID01003525,1297,5732,Electronics Retail,Pvt Ltd,Gujarat,2,0.9138,1,1,99371.9,377,263.54,12.567,0.00926,5,0.00669,2.15,0,0,5,2,0.2808,0,1
MID01003526,397,5912,Pharmacy,Proprietorship,Madhya Pradesh,1,0.9497,1,1,30620.72,60,506.99,2.0,0.01282,1,0.01367,2.06,0,0,4,1,0.1144,0,1
MID01003527,71,5499,FMCG Retail,LLP,Rajasthan,2,0.7654,1,1,8660.12,13,620.32,0.433,0.005,0,0.03,0.86,0,0,6,5,0.3141,0,1
MID01003528,57,5734,SaaS & Digital Goods,Proprietorship,Maharashtra,3,0.9515,1,0,22937.55,23,994.01,0.767,0.01708,1,0.01625,1.03,0,0,10,4,0.1601,0,1
MID01003529,241,5814,QSR & Food Delivery,Proprietorship,Telangana,1,0.573,0,1,157033.17,166,943.68,5.533,0.0085,2,0.01231,1.09,1,0,11,1,0.1223,2,0
MID01003530,1288,5651,Apparel,Proprietorship,Madhya Pradesh,1,0.6938,0,1,35932.53,245,146.09,8.167,0.02406,6,0.02112,1.31,0,1,3,1,0.4718,1,1
MID01003531,224,5651,Apparel,Pvt Ltd,Tamil Nadu,3,0.6576,0,1,31917.98,154,206.78,5.133,0.01026,5,0.01129,1.56,0,0,2,1,0.428,0,1
MID01003532,999,4900,Utilities,Public Ltd,Odisha,1,0.739,1,1,33082.86,68,479.88,2.267,0.04689,2,0.02954,2.51,0,0,1,1,0.1468,0,0
MID01003533,384,4900,Utilities,Pvt Ltd,Telangana,1,0.9209,1,1,36129.95,74,486.71,2.467,0.01299,1,0.01277,0.37,0,0,2,2,0.1275,0,1
MID01003534,14,4900,Utilities,Proprietorship,Kerala,3,0.48,0,1,4518.85,3,1397.0,0.1,0.0026,0,0.03401,0.89,0,1,7,2,0.1853,2,0
MID01003535,71,5812,Food & Restaurants,Pvt Ltd,West Bengal,2,0.8087,0,1,47396.02,152,311.33,5.067,0.01875,5,0.01673,1.37,0,0,2,5,0.1295,1,1
MID01003536,690,5732,Electronics Retail,Proprietorship,Kerala,3,0.621,1,1,46369.84,57,805.02,1.9,0.01012,0,0.00919,0.5,0,0,4,3,0.0546,0,1
MID01003537,193,7299,Personal Services,Proprietorship,Haryana,2,0.7762,1,1,265519.52,748,354.75,24.933,0.01327,15,0.02389,0.8,0,0,1,1,0.0929,0,0
MID01003538,641,5912,Pharmacy,Partnership,Tamil Nadu,2,0.6444,1,1,55706.71,100,556.67,3.333,0.00485,1,0.02912,2.71,0,0,0,1,0.2785,0,1
MID01003539,119,5967,Adult Content (Restricted),LLP,Gujarat,1,0.6689,1,1,18198.73,31,572.21,1.033,0.05498,2,0.04383,4.09,0,0,3,4,0.236,1,1
MID01003540,322,5912,Pharmacy,Proprietorship,Rajasthan,1,0.6655,1,1,360553.26,911,395.41,30.367,0.02313,42,0.02856,1.55,0,0,0,1,0.1709,1,1
MID01003541,384,5651,Apparel,Proprietorship,Delhi,2,0.9369,1,1,70502.85,420,167.6,14.0,0.00685,2,0.01647,1.09,0,0,2,1,0.1171,0,0
MID01003542,231,5651,Apparel,Proprietorship,Gujarat,1,0.8013,1,1,65724.14,127,517.5,4.233,0.01952,3,0.02456,0.49,0,0,1,2,0.1545,1,1
MID01003543,405,5732,Electronics Retail,Proprietorship,Odisha,2,0.8856,1,0,43507.92,60,719.73,2.0,0.01197,1,0.03832,1.84,0,0,2,1,0.082,0,1
MID01003544,207,7995,Gambling (Prohibited),Proprietorship,Delhi,1,0.7174,1,1,61322.88,138,444.21,4.6,0.01102,4,0.00698,1.9,0,0,3,4,0.4001,0,1
MID01003545,141,5812,Food & Restaurants,Pvt Ltd,Tamil Nadu,1,0.7462,1,1,15317.12,456,33.56,15.2,0.01351,10,0.01124,0.61,0,0,3,1,0.1611,0,1
MID01003546,1346,5499,FMCG Retail,Proprietorship,Rajasthan,2,0.8578,1,1,49824.73,144,344.14,4.8,0.01755,3,0.05712,1.66,0,0,18,3,0.1051,0,1
MID01003547,771,4121,Mobility & Ride-hailing,Partnership,Karnataka,2,0.4104,1,1,37392.62,50,742.99,1.667,0.00639,0,0.02102,0.0,0,0,11,4,0.2057,0,1
MID01003548,126,7995,Gambling (Prohibited),Proprietorship,Maharashtra,1,0.4019,1,1,73191.89,438,167.03,14.6,0.05382,30,0.04819,3.92,0,2,0,2,0.3003,2,0
MID01003549,477,4121,Mobility & Ride-hailing,Proprietorship,Odisha,2,0.8092,1,1,193746.37,183,1053.03,6.1,0.01177,3,0.01607,0.33,0,1,12,3,0.3303,2,0
MID01003550,128,5734,SaaS & Digital Goods,Proprietorship,Telangana,1,0.7688,1,1,162028.89,697,232.42,23.233,0.02157,31,0.01403,1.96,0,0,3,2,0.2406,0,1
MID01003551,82,8011,Healthcare,Proprietorship,Karnataka,1,0.7052,1,1,83741.25,276,302.54,9.2,0.01239,5,0.0371,1.92,0,0,1,2,0.1188,0,1
MID01003552,760,5912,Pharmacy,Proprietorship,Kerala,3,0.9033,1,1,4109.44,8,485.68,0.267,0.01341,0,0.01516,2.64,0,0,3,1,0.3934,0,1
MID01003553,49,8011,Healthcare,Partnership,West Bengal,3,0.8685,1,1,13846.64,78,176.06,2.6,0.00411,0,0.01382,1.85,0,0,0,3,0.332,0,0
MID01003554,683,5734,SaaS & Digital Goods,LLP,Uttar Pradesh,1,0.8304,1,1,5839.88,6,916.61,0.2,0.02354,0,0.02626,2.73,1,0,3,1,0.3336,1,1
MID01003555,210,5814,QSR & Food Delivery,Proprietorship,Uttar Pradesh,1,0.5944,1,0,204870.19,162,1258.76,5.4,0.00201,1,0.01315,0.52,0,0,2,2,0.2597,0,0
MID01003556,218,4121,Mobility & Ride-hailing,Partnership,Tamil Nadu,3,0.4345,1,1,26195.72,174,149.89,5.8,0.03624,10,0.03685,0.3,0,0,2,2,0.2737,0,1
MID01003557,407,5814,QSR & Food Delivery,Pvt Ltd,Madhya Pradesh,2,0.9982,1,1,36384.38,106,341.39,3.533,0.03495,3,0.02296,1.34,0,0,4,3,0.2935,0,0
MID01003558,483,4814,Telecom & Recharge,Proprietorship,Maharashtra,1,0.633,1,1,23954.78,10,2217.14,0.333,0.03668,3,0.11023,0.06,0,0,2,4,0.3905,1,0
MID01003559,118,5411,Grocery & Kirana,Pvt Ltd,West Bengal,1,1.0,1,1,235626.61,217,1085.15,7.233,0.0173,6,0.01731,3.29,0,0,2,1,0.213,0,0
MID01003560,554,6300,Insurance,LLP,Telangana,1,0.9991,0,1,68426.06,724,94.43,24.133,0.00559,5,0.00851,2.28,0,0,6,1,0.0564,0,1
MID01003561,302,5732,Electronics Retail,Pvt Ltd,Kerala,2,0.7712,1,0,35945.91,31,1153.24,1.033,0.01661,1,0.02963,0.62,0,0,11,1,0.3265,0,0
MID01003562,77,5499,FMCG Retail,Partnership,Rajasthan,2,0.6601,0,1,39138.16,1956,20.0,65.2,0.01826,64,0.02049,0.36,0,0,2,1,0.3449,1,1
MID01003563,228,5411,Grocery & Kirana,Partnership,Gujarat,1,0.9098,1,1,66214.86,94,701.46,3.133,0.01564,0,0.04324,1.19,1,0,2,1,0.153,2,1
MID01003564,1076,4900,Utilities,Proprietorship,Rajasthan,1,0.6541,1,1,57185.1,306,186.59,10.2,0.00517,4,0.01011,1.18,0,0,1,1,0.2684,0,1
MID01003565,1446,5651,Apparel,Partnership,Delhi,1,0.89,1,1,372604.67,610,610.3,20.333,0.02148,18,0.02753,0.0,0,0,4,3,0.1464,0,1
MID01003566,554,4121,Mobility & Ride-hailing,Public Ltd,Karnataka,2,0.9792,1,1,237870.14,472,503.8,15.733,0.00791,7,0.01744,1.3,0,0,1,4,0.1159,0,1
MID01003567,82,5814,QSR & Food Delivery,Proprietorship,Odisha,3,0.6539,1,1,29533.88,64,455.08,2.133,0.01673,2,0.02601,1.39,0,0,3,3,0.2638,0,1
MID01003568,441,5812,Food & Restaurants,Pvt Ltd,Kerala,2,0.4483,1,0,16276.59,23,683.42,0.767,0.00658,0,0.018,2.81,0,0,10,3,0.2071,0,0
MID01003569,633,5732,Electronics Retail,Proprietorship,Kerala,2,0.5922,1,0,73274.91,283,258.17,9.433,0.0015,1,0.04037,1.52,0,0,4,2,0.1619,1,1
MID01003570,558,5734,SaaS & Digital Goods,Proprietorship,Bihar,1,0.9918,1,1,27699.87,117,235.33,3.9,0.02743,7,0.03008,2.06,0,0,10,3,0.1319,0,0
MID01003571,592,5812,Food & Restaurants,Partnership,Odisha,2,0.5577,1,1,302365.88,324,932.15,10.8,0.01759,10,0.03046,1.7,0,0,4,3,0.3769,0,1
MID01003572,20,4814,Telecom & Recharge,Pvt Ltd,Rajasthan,1,0.6521,1,1,282714.93,697,405.51,23.233,0.0242,20,0.02084,1.63,0,0,5,1,0.2478,1,1
MID01003573,251,5411,Grocery & Kirana,Partnership,Haryana,1,0.8123,0,1,132220.23,547,241.62,18.233,0.01643,11,0.01158,0.67,0,0,2,1,0.188,0,0
MID01003574,147,4900,Utilities,Pvt Ltd,West Bengal,2,0.4913,1,1,8141.27,23,343.69,0.767,0.00311,0,0.02094,0.37,0,0,0,1,0.1372,0,0
MID01003575,40,5812,Food & Restaurants,Proprietorship,Delhi,3,0.9054,1,1,12995.63,40,317.9,1.333,0.00325,1,0.01422,1.48,0,0,3,2,0.0393,0,0
MID01003576,379,5732,Electronics Retail,LLP,Kerala,1,0.8331,1,1,43077.02,145,295.52,4.833,0.00878,0,0.01219,0.89,0,1,1,3,0.36,1,1
MID01003577,12,5912,Pharmacy,Partnership,Odisha,2,0.6806,0,1,9259.57,15,601.13,0.5,0.00909,1,0.03183,0.45,0,0,1,2,0.1047,2,0
MID01003578,472,5411,Grocery & Kirana,Pvt Ltd,Odisha,3,0.7395,1,1,23832.19,129,184.34,4.3,0.01622,2,0.04494,1.36,0,0,2,2,0.1133,0,0
MID01003579,70,5912,Pharmacy,Proprietorship,West Bengal,2,0.8261,1,1,44470.31,28,1585.53,0.933,0.03838,6,0.02769,0.35,0,0,0,1,0.2527,0,0
MID01003580,515,5912,Pharmacy,Proprietorship,Bihar,2,0.5612,1,1,91561.79,185,493.47,6.167,0.02145,2,0.01567,2.41,0,0,0,3,0.0514,0,1
MID01003581,2110,5651,Apparel,Pvt Ltd,Tamil Nadu,1,1.0,1,1,415536.24,5376,77.28,179.2,0.02499,252,0.03929,0.77,0,1,1,2,0.0719,0,0
MID01003582,292,5734,SaaS & Digital Goods,Proprietorship,Maharashtra,3,0.7209,1,1,31459.28,60,516.75,2.0,0.00505,1,0.00462,0.0,0,0,5,2,0.1511,0,0
MID01003583,254,5651,Apparel,Proprietorship,Uttar Pradesh,1,0.7581,0,1,35225.48,201,174.64,6.7,0.00924,4,0.02344,2.02,0,0,1,1,0.0931,0,0
MID01003584,368,8398,NGO & Donations,Pvt Ltd,Delhi,1,0.6698,1,1,10433.32,26,393.56,0.867,0.00983,0,0.0091,2.52,0,0,0,2,0.3205,0,1
MID01003585,2063,5732,Electronics Retail,Pvt Ltd,Bihar,1,0.7695,0,1,121899.16,346,351.7,11.533,0.02224,14,0.0146,1.07,0,0,2,1,0.087,0,0
MID01003586,97,5411,Grocery & Kirana,Pvt Ltd,Karnataka,2,0.6627,1,1,19160.77,25,742.49,0.833,0.0007,0,0.0066,1.18,0,0,4,1,0.0483,0,1
MID01003587,5,5812,Food & Restaurants,Pvt Ltd,Rajasthan,2,0.4561,1,1,20346.44,27,734.91,0.9,0.00404,0,0.03781,0.87,0,0,0,1,0.4498,0,0
MID01003588,121,5912,Pharmacy,LLP,Haryana,3,0.9172,1,1,13345.85,27,492.37,0.9,0.03477,1,0.03649,2.72,0,0,4,2,0.0949,0,1
MID01003589,156,5814,QSR & Food Delivery,Proprietorship,Karnataka,2,0.7649,1,1,18535.64,8,2249.9,0.267,0.00746,0,0.04449,1.09,0,0,3,4,0.0923,0,1
MID01003590,257,8011,Healthcare,Partnership,Maharashtra,3,0.6443,0,1,80536.24,383,210.12,12.767,0.01011,7,0.00825,0.24,0,0,2,2,0.0214,0,0
MID01003591,1040,4814,Telecom & Recharge,Pvt Ltd,Rajasthan,2,0.8338,1,1,49157.16,35,1378.98,1.167,0.01039,0,0.02368,0.68,0,0,1,1,0.379,0,0
MID01003592,1637,5499,FMCG Retail,Partnership,Odisha,2,0.8384,1,1,440714.64,311,1413.83,10.367,0.00615,5,0.02426,1.88,0,0,3,1,0.3372,0,0
MID01003593,423,5651,Apparel,Proprietorship,Maharashtra,1,0.5245,1,1,13381.07,24,546.54,0.8,0.0119,1,0.00778,2.12,0,0,6,2,0.139,0,1
MID01003594,185,5912,Pharmacy,Proprietorship,Maharashtra,1,0.8581,1,1,250617.53,411,609.65,13.7,0.00544,2,0.01841,1.88,1,0,3,1,0.2131,1,1
MID01003595,3270,4121,Mobility & Ride-hailing,Partnership,Odisha,2,0.8305,1,1,34937.76,36,949.23,1.2,0.01516,0,0.01889,0.9,0,0,8,1,0.2394,0,0
MID01003596,176,5411,Grocery & Kirana,Pvt Ltd,Kerala,2,0.7639,1,1,35447.68,116,303.62,3.867,0.00284,0,0.00477,1.48,0,0,6,1,0.4625,0,1
MID01003597,152,5812,Food & Restaurants,Proprietorship,Punjab,1,0.4059,1,1,90733.7,354,255.82,11.8,0.01322,8,0.01422,0.15,0,0,2,2,0.0612,0,0
MID01003598,45,5814,QSR & Food Delivery,Pvt Ltd,Telangana,2,0.698,1,1,118205.48,440,268.1,14.667,0.0005,1,0.00913,0.96,0,0,1,2,0.3699,0,0
MID01003599,1092,5812,Food & Restaurants,Pvt Ltd,Telangana,1,0.771,0,1,274439.71,522,524.89,17.4,0.04356,41,0.0323,0.54,0,0,0,1,0.1222,1,0
MID01003600,22,4814,Telecom & Recharge,Proprietorship,West Bengal,1,0.9465,1,1,144774.51,547,264.49,18.233,0.00561,3,0.01875,3.1,0,0,0,4,0.2635,0,1
MID01003601,3034,5411,Grocery & Kirana,Partnership,Delhi,1,0.8836,1,1,64061.15,304,210.61,10.133,0.00653,3,0.02363,0.75,0,1,0,1,0.2069,1,0
MID01003602,67,5812,Food & Restaurants,Partnership,Uttar Pradesh,1,0.8867,1,1,444262.65,2797,158.82,93.233,0.01664,84,0.05509,1.81,0,0,2,2,0.2372,1,1
MID01003603,1162,8211,Education,Proprietorship,Bihar,1,0.8901,1,1,154647.63,929,166.43,30.967,0.00765,12,0.00806,2.26,0,0,3,1,0.0609,0,1
MID01003604,3,6051,Crypto / Quasi-cash,Proprietorship,Haryana,3,0.1933,1,0,500.0,2,226.84,0.067,0.06681,0,0.0794,3.94,1,1,3,3,0.1424,2,1
MID01003605,605,5651,Apparel,Proprietorship,Odisha,3,0.7217,0,1,40162.95,173,231.55,5.767,0.02004,8,0.04714,0.72,0,0,7,3,0.0458,1,0
